maxl,avgl,region,rrate,ind,catl,plts,pltrs,ots,blcl,status,trf,ur,cmt
580,58,nw,0,type2,type1,TRUE,FALSE,FALSE,type2,Type2,Type2,FALSE,type2
368,43,nw,0,type1,type1,FALSE,FALSE,FALSE,type2,Type5,Type5,TRUE,type2
476,53,nw,0,type1,type1,TRUE,FALSE,FALSE,type2,Type1,Type2,FALSE,type1
143,49,sw,0,type3,type1,FALSE,FALSE,FALSE,type2,Type5,Type5,FALSE,type2
365,55,sw,0,type3,type1,FALSE,FALSE,FALSE,type2,Type2,Type4,TRUE,type1
447,50,nw,0,type2,type2,FALSE,FALSE,FALSE,type2,Type4,Type3,FALSE,type2
177,23,nw,0,type2,type2,FALSE,FALSE,FALSE,type2,Type2,Type1,FALSE,type2
399,39,se,0,type3,type2,FALSE,FALSE,FALSE,type2,Type4,Type3,TRUE,type2
343,36,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type2,Type1,TRUE,type2
508,39,ct,0,type5,type5,FALSE,FALSE,FALSE,type2,Type4,Type3,FALSE,type2
482,45,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type3,FALSE,type2
131,42,se,0,type4,type5,FALSE,FALSE,FALSE,type2,Type2,Type5,TRUE,type1
449,51,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type1,Type2,TRUE,type1
407,59,sw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type2,Type1,TRUE,type2
340,45,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type4,TRUE,type1
689,61,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type1,Type3,TRUE,type1
468,51,se,0,type3,type5,FALSE,FALSE,FALSE,type5,Type4,Type4,TRUE,type1
415,43,se,0,type1,type5,FALSE,FALSE,FALSE,type1,Type2,Type1,TRUE,type1
482,54,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type2,FALSE,type2
438,56,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type3,FALSE,type1
304,41,nw,0,type1,type5,TRUE,FALSE,FALSE,type2,Type3,Type2,FALSE,type1
698,43,sw,0,type3,type5,FALSE,FALSE,FALSE,type2,Type2,Type4,TRUE,type1
383,58,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type1,FALSE,type1
356,46,se,0,type3,type5,TRUE,FALSE,FALSE,type2,Type4,Type1,TRUE,type2
495,35,nw,0,type2,type5,TRUE,FALSE,FALSE,type2,Type1,Type2,TRUE,type1
581,38,sw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type5,FALSE,type1
408,45,nw,0,type1,type5,TRUE,FALSE,FALSE,type2,Type1,Type3,TRUE,type2
437,31,nw,0,type2,type5,TRUE,FALSE,FALSE,type2,Type4,Type1,TRUE,type1
264,36,nw,0,type3,type5,FALSE,FALSE,FALSE,type1,Type5,Type1,FALSE,type2
428,52,nw,0,type2,type5,TRUE,FALSE,FALSE,type1,Type2,Type3,FALSE,type2
533,36,se,0,type4,type5,FALSE,FALSE,FALSE,type1,Type2,Type4,TRUE,type1
484,44,sw,0,type2,type5,TRUE,FALSE,FALSE,type1,Type3,Type2,TRUE,type1
419,41,sw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type4,Type4,TRUE,type2
437,37,ne,0,type2,type5,FALSE,FALSE,FALSE,type1,Type4,Type1,TRUE,type1
518,45,se,0,type1,type5,FALSE,FALSE,FALSE,type1,Type5,Type1,FALSE,type2
569,21,nw,0,type2,type5,FALSE,FALSE,FALSE,type5,Type3,Type4,TRUE,type2
319,31,nw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type1,Type4,FALSE,type1
493,39,nw,0,type1,type5,FALSE,FALSE,FALSE,type5,Type2,Type5,FALSE,type1
81,44,sw,0,type2,type3,FALSE,FALSE,FALSE,type5,Type1,Type5,TRUE,type2
342,49,nw,0,type1,type3,FALSE,FALSE,FALSE,type1,Type4,Type2,FALSE,type1
503,56,se,0,type2,type3,FALSE,FALSE,FALSE,type1,Type4,Type4,TRUE,type1
517,40,se,0,type2,type3,FALSE,FALSE,FALSE,type5,Type3,Type4,FALSE,type2
425,40,nw,0,type2,type3,FALSE,FALSE,FALSE,type1,Type2,Type3,TRUE,type1
536,33,sw,0,type2,type4,FALSE,FALSE,FALSE,type2,Type2,Type3,TRUE,type2
566,35,se,0,type4,type4,TRUE,FALSE,FALSE,type5,Type3,Type2,FALSE,type1
385,50,nw,0,type1,type4,TRUE,FALSE,FALSE,type2,Type4,Type4,FALSE,type1
109,47,sw,0,type5,type4,FALSE,FALSE,FALSE,type2,Type1,Type5,TRUE,type1
175,31,nw,0,type3,type3,FALSE,FALSE,FALSE,type2,Type1,Type4,FALSE,type1
517,53,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type4,Type4,FALSE,type1
401,46,nw,0,type3,type5,FALSE,FALSE,FALSE,type5,Type5,Type1,FALSE,type2
144,40,ct,0,type4,type5,FALSE,FALSE,FALSE,type2,Type3,Type3,FALSE,type2
364,37,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type1,FALSE,type2
530,44,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type1,Type5,TRUE,type2
375,29,se,0,type1,type5,FALSE,FALSE,FALSE,type5,Type2,Type2,FALSE,type2
463,34,nw,0,type2,type1,FALSE,FALSE,FALSE,type2,Type1,Type5,FALSE,type2
410,49,ne,0,type2,type2,FALSE,FALSE,FALSE,type5,Type3,Type2,FALSE,type2
272,43,nw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type4,Type5,FALSE,type1
574,46,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type4,FALSE,type2
188,63,nw,0,type3,type5,TRUE,FALSE,FALSE,type2,Type1,Type1,FALSE,type2
392,62,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type2,TRUE,type2
388,20,ne,0,type3,type5,TRUE,FALSE,FALSE,type2,Type1,Type3,TRUE,type2
425,42,sw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type1,Type1,FALSE,type2
281,31,nw,0,type3,type1,FALSE,FALSE,FALSE,type1,Type5,Type2,TRUE,type1
248,49,ct,0,type2,type1,FALSE,FALSE,FALSE,type1,Type3,Type3,FALSE,type1
319,40,se,0,type2,type1,TRUE,FALSE,FALSE,type1,Type4,Type2,FALSE,type2
459,32,se,0,type2,type1,FALSE,FALSE,FALSE,type1,Type2,Type2,TRUE,type1
472,39,sw,0,type1,type1,FALSE,FALSE,FALSE,type1,Type2,Type3,FALSE,type2
514,30,se,0,type1,type1,FALSE,FALSE,FALSE,type1,Type5,Type3,TRUE,type1
165,33,ct,0,type3,type1,FALSE,FALSE,FALSE,type1,Type3,Type1,TRUE,type2
432,36,se,0,type2,type1,FALSE,FALSE,FALSE,type1,Type4,Type5,FALSE,type2
453,39,se,0,type2,type1,FALSE,FALSE,FALSE,type1,Type5,Type4,FALSE,type2
369,46,se,0,type1,type1,TRUE,FALSE,FALSE,type5,Type5,Type1,TRUE,type2
626,35,se,0,type3,type1,FALSE,FALSE,FALSE,type1,Type2,Type5,FALSE,type2
77,41,sw,0,type1,type1,FALSE,FALSE,FALSE,type1,Type3,Type4,TRUE,type1
409,57,nw,0,type1,type1,TRUE,FALSE,FALSE,type1,Type2,Type5,FALSE,type1
128,55,nw,0,type3,type1,FALSE,FALSE,FALSE,type1,Type3,Type1,TRUE,type1
314,36,nw,0,type1,type1,TRUE,FALSE,FALSE,type5,Type1,Type5,TRUE,type2
97,46,ct,0,type2,type1,FALSE,FALSE,FALSE,type1,Type3,Type5,FALSE,type1
514,47,sw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type4,Type5,FALSE,type2
275,41,ne,0,type3,type1,FALSE,FALSE,FALSE,type1,Type5,Type3,TRUE,type2
266,42,nw,0,type2,type1,TRUE,FALSE,FALSE,type5,Type5,Type4,TRUE,type1
375,43,nw,0,type1,type2,FALSE,FALSE,FALSE,type1,Type3,Type2,FALSE,type1
601,56,sw,0,type2,type2,TRUE,FALSE,FALSE,type2,Type2,Type2,FALSE,type2
517,29,sw,0,type1,type2,FALSE,FALSE,FALSE,type5,Type2,Type5,TRUE,type2
582,55,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type5,TRUE,type2
592,60,se,0,type1,type5,FALSE,FALSE,FALSE,type5,Type4,Type1,TRUE,type1
576,57,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type3,TRUE,type1
515,37,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type3,TRUE,type2
613,60,se,0,type3,type5,FALSE,FALSE,FALSE,type2,Type1,Type4,TRUE,type1
396,52,se,0,type2,type5,TRUE,FALSE,FALSE,type2,Type5,Type4,TRUE,type2
540,38,sw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type2,TRUE,type1
665,54,sw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type2,Type4,FALSE,type1
656,55,sw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type1,FALSE,type2
580,36,sw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type3,FALSE,type2
270,22,ct,0,type2,type5,FALSE,FALSE,FALSE,type5,Type5,Type5,TRUE,type1
118,52,ct,0,type2,type5,FALSE,FALSE,FALSE,type1,Type1,Type5,TRUE,type1
440,33,nw,0,type5,type5,TRUE,FALSE,FALSE,type2,Type2,Type5,TRUE,type2
375,28,se,0,type2,type5,TRUE,FALSE,FALSE,type2,Type3,Type2,TRUE,type2
434,52,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type2,Type3,TRUE,type1
430,59,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type1,FALSE,type2
417,31,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type2,FALSE,type1
467,63,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type4,TRUE,type2
581,30,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type1,Type2,FALSE,type2
511,45,ne,0,type2,type5,TRUE,FALSE,FALSE,type2,Type5,Type2,FALSE,type2
472,53,nw,0,type3,type5,TRUE,FALSE,FALSE,type2,Type5,Type4,FALSE,type2
392,47,se,0,type2,type5,TRUE,FALSE,FALSE,type5,Type3,Type1,TRUE,type1
343,63,se,0,type1,type5,FALSE,FALSE,FALSE,type1,Type5,Type1,TRUE,type1
321,40,nw,0,type2,type5,TRUE,FALSE,FALSE,type1,Type1,Type2,TRUE,type1
445,41,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type5,Type2,TRUE,type1
405,41,nw,0,type1,type5,FALSE,FALSE,FALSE,type5,Type3,Type3,FALSE,type1
505,48,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type2,Type5,FALSE,type1
102,55,ct,0,type3,type5,FALSE,FALSE,FALSE,type1,Type2,Type4,FALSE,type1
557,49,sw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type3,Type5,FALSE,type1
500,38,nw,0,type2,type5,FALSE,FALSE,FALSE,type5,Type2,Type5,TRUE,type1
346,39,sw,0,type2,type3,FALSE,FALSE,FALSE,type1,Type1,Type4,TRUE,type1
532,46,se,0,type2,type3,TRUE,FALSE,FALSE,type1,Type5,Type4,FALSE,type1
471,28,se,0,type1,type3,FALSE,FALSE,FALSE,type1,Type4,Type2,FALSE,type2
228,24,se,0,type2,type3,FALSE,FALSE,FALSE,type1,Type3,Type1,TRUE,type1
402,35,nw,0,type1,type3,TRUE,FALSE,FALSE,type1,Type5,Type4,FALSE,type1
280,53,se,0,type4,type4,FALSE,FALSE,FALSE,type1,Type4,Type2,FALSE,type1
187,35,se,0,type3,type4,FALSE,FALSE,FALSE,type1,Type3,Type3,TRUE,type1
468,48,nw,0,type5,type4,FALSE,FALSE,FALSE,type2,Type5,Type3,FALSE,type2
466,49,nw,0,type1,type4,FALSE,FALSE,FALSE,type2,Type3,Type2,FALSE,type1
505,44,nw,0,type1,type3,FALSE,FALSE,FALSE,type2,Type3,Type1,FALSE,type1
374,33,sw,0,type2,type5,TRUE,FALSE,FALSE,type2,Type5,Type3,FALSE,type1
555,47,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type4,TRUE,type2
251,22,nw,0,type5,type5,TRUE,FALSE,FALSE,type2,Type4,Type3,FALSE,type2
366,39,nw,0,type3,type5,FALSE,FALSE,FALSE,type2,Type5,Type2,TRUE,type1
608,57,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type5,TRUE,type1
521,44,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type3,FALSE,type1
465,41,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type3,FALSE,type2
197,47,nw,0,type3,type1,FALSE,FALSE,FALSE,type2,Type2,Type4,FALSE,type1
573,22,se,0,type5,type2,FALSE,FALSE,FALSE,type2,Type1,Type1,FALSE,type2
347,45,ne,0,type2,type5,FALSE,FALSE,FALSE,type5,Type2,Type2,TRUE,type2
454,34,se,0,type1,type5,FALSE,FALSE,FALSE,type1,Type5,Type4,FALSE,type1
323,54,sw,0,type4,type5,FALSE,FALSE,FALSE,type2,Type2,Type5,FALSE,type2
421,55,se,0,type2,type5,TRUE,FALSE,FALSE,type2,Type4,Type5,TRUE,type1
325,33,sw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type4,Type4,TRUE,type2
483,30,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type5,Type2,TRUE,type1
528,52,se,0,type2,type1,FALSE,FALSE,FALSE,type1,Type1,Type1,TRUE,type1
507,29,se,0,type1,type1,FALSE,FALSE,FALSE,type1,Type2,Type2,TRUE,type2
131,46,nw,0,type4,type1,FALSE,FALSE,FALSE,type1,Type4,Type3,FALSE,type1
470,47,nw,0,type1,type1,FALSE,FALSE,FALSE,type1,Type5,Type4,TRUE,type2
77,52,nw,0,type4,type1,FALSE,FALSE,FALSE,type1,Type3,Type3,FALSE,type2
509,37,se,0,type1,type1,FALSE,FALSE,FALSE,type1,Type5,Type3,TRUE,type2
306,47,nw,0,type1,type1,FALSE,FALSE,FALSE,type1,Type5,Type2,FALSE,type2
571,28,se,0,type1,type1,FALSE,FALSE,FALSE,type1,Type1,Type5,FALSE,type1
129,54,ct,0,type3,type1,TRUE,FALSE,FALSE,type1,Type2,Type5,FALSE,type1
354,32,nw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type4,Type5,TRUE,type1
570,38,nw,0,type1,type1,FALSE,FALSE,FALSE,type1,Type1,Type3,FALSE,type1
575,36,sw,0,type4,type1,TRUE,FALSE,FALSE,type1,Type4,Type2,TRUE,type1
523,43,nw,0,type3,type1,FALSE,FALSE,FALSE,type1,Type1,Type1,FALSE,type1
564,43,nw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type3,Type2,FALSE,type2
386,45,se,0,type1,type1,FALSE,FALSE,FALSE,type1,Type4,Type2,FALSE,type1
490,64,nw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type2,Type2,TRUE,type2
292,30,se,0,type1,type1,FALSE,FALSE,FALSE,type1,Type3,Type5,TRUE,type2
295,50,ct,0,type3,type1,FALSE,FALSE,FALSE,type1,Type4,Type2,TRUE,type1
467,35,se,0,type1,type1,FALSE,FALSE,FALSE,type1,Type2,Type4,FALSE,type2
333,56,sw,0,type2,type2,FALSE,FALSE,FALSE,type1,Type5,Type5,FALSE,type2
221,38,nw,0,type4,type2,FALSE,FALSE,FALSE,type1,Type5,Type2,FALSE,type2
268,48,sw,0,type2,type2,FALSE,FALSE,FALSE,type2,Type1,Type2,TRUE,type1
546,27,se,0,type4,type5,TRUE,FALSE,FALSE,type2,Type3,Type1,FALSE,type2
606,27,nw,0,type1,type5,TRUE,FALSE,FALSE,type2,Type5,Type2,FALSE,type1
300,31,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type1,Type4,FALSE,type2
439,47,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type4,TRUE,type1
357,31,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type1,FALSE,type2
251,50,ne,0,type4,type5,FALSE,FALSE,FALSE,type2,Type2,Type4,TRUE,type2
313,31,sw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type2,Type1,FALSE,type1
314,36,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type4,TRUE,type1
355,27,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type1,TRUE,type2
415,34,sw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type2,Type1,TRUE,type1
463,42,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type2,Type4,FALSE,type2
309,51,nw,0,type2,type5,FALSE,FALSE,FALSE,type5,Type4,Type4,FALSE,type2
111,27,se,0,type3,type5,FALSE,FALSE,FALSE,type1,Type3,Type1,FALSE,type2
298,31,ne,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type5,FALSE,type2
446,50,ct,0,type5,type5,FALSE,FALSE,FALSE,type2,Type2,Type5,FALSE,type1
432,52,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type2,FALSE,type2
580,50,nw,0,type2,type5,TRUE,FALSE,FALSE,type2,Type3,Type1,TRUE,type1
563,39,se,0,type3,type5,FALSE,FALSE,FALSE,type1,Type2,Type5,TRUE,type1
286,59,nw,0,type2,type5,TRUE,FALSE,FALSE,type1,Type2,Type5,TRUE,type2
486,59,nw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type2,Type1,FALSE,type2
504,44,nw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type5,Type3,TRUE,type2
74,42,se,0,type3,type5,FALSE,FALSE,FALSE,type1,Type4,Type3,TRUE,type1
412,20,nw,0,type5,type5,FALSE,FALSE,FALSE,type1,Type1,Type2,TRUE,type2
473,41,nw,0,type3,type5,FALSE,FALSE,FALSE,type1,Type5,Type4,TRUE,type1
494,35,nw,0,type1,type5,TRUE,FALSE,FALSE,type1,Type2,Type3,FALSE,type1
522,28,ct,0,type3,type5,FALSE,FALSE,FALSE,type1,Type1,Type4,TRUE,type2
521,58,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type5,Type2,FALSE,type2
321,41,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type1,Type3,TRUE,type1
245,53,ne,0,type2,type5,FALSE,FALSE,FALSE,type1,Type2,Type3,TRUE,type2
482,48,sw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type2,Type1,FALSE,type1
242,27,nw,0,type1,type3,FALSE,FALSE,FALSE,type1,Type4,Type3,FALSE,type2
451,41,se,0,type3,type3,FALSE,FALSE,FALSE,type1,Type5,Type2,FALSE,type1
635,37,se,0,type2,type3,FALSE,FALSE,FALSE,type1,Type4,Type5,FALSE,type1
505,42,sw,0,type1,type3,FALSE,FALSE,FALSE,type1,Type4,Type5,FALSE,type2
297,65,nw,0,type3,type3,FALSE,FALSE,FALSE,type1,Type5,Type4,FALSE,type1
355,44,ne,0,type4,type4,FALSE,FALSE,FALSE,type1,Type5,Type5,FALSE,type2
436,48,se,0,type1,type4,FALSE,FALSE,FALSE,type1,Type2,Type1,FALSE,type1
235,58,se,0,type2,type4,FALSE,FALSE,FALSE,type1,Type3,Type1,TRUE,type1
611,62,ct,0,type1,type4,TRUE,FALSE,FALSE,type2,Type4,Type2,FALSE,type2
394,51,se,0,type2,type3,FALSE,FALSE,FALSE,type2,Type2,Type4,FALSE,type1
276,49,sw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type2,FALSE,type1
478,38,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type4,TRUE,type1
444,31,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type4,TRUE,type2
561,57,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type1,FALSE,type1
101,44,se,0,type5,type5,FALSE,FALSE,FALSE,type2,Type4,Type4,TRUE,type1
388,44,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type5,Type5,TRUE,type2
396,36,se,0,type3,type5,FALSE,FALSE,FALSE,type2,Type1,Type3,FALSE,type1
518,32,ne,0,type2,type1,FALSE,FALSE,FALSE,type2,Type5,Type1,FALSE,type2
377,43,se,0,type3,type2,FALSE,FALSE,FALSE,type2,Type5,Type2,FALSE,type2
243,25,ne,0,type1,type5,FALSE,FALSE,FALSE,type2,Type5,Type5,FALSE,type2
246,29,nw,0,type3,type5,TRUE,FALSE,FALSE,type5,Type3,Type3,FALSE,type2
437,46,sw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type3,Type2,FALSE,type1
427,51,sw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type1,TRUE,type1
430,55,sw,0,type1,type5,TRUE,FALSE,FALSE,type2,Type4,Type1,TRUE,type1
167,49,ne,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type3,TRUE,type1
470,32,ct,0,type2,type1,FALSE,FALSE,FALSE,type2,Type1,Type1,FALSE,type2
454,62,nw,0,type4,type1,FALSE,FALSE,FALSE,type1,Type3,Type4,FALSE,type2
495,53,nw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type5,Type5,FALSE,type2
312,28,ne,0,type2,type1,FALSE,FALSE,FALSE,type1,Type1,Type1,TRUE,type2
583,46,se,0,type2,type1,FALSE,FALSE,FALSE,type1,Type1,Type3,TRUE,type2
101,29,se,0,type4,type1,TRUE,FALSE,FALSE,type1,Type5,Type2,TRUE,type1
306,27,se,0,type4,type1,FALSE,FALSE,FALSE,type1,Type5,Type5,FALSE,type2
544,44,sw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type3,Type5,FALSE,type2
551,37,sw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type3,Type3,FALSE,type2
267,27,nw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type5,Type3,TRUE,type2
163,34,se,0,type4,type1,FALSE,FALSE,FALSE,type1,Type3,Type2,FALSE,type1
602,31,nw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type5,Type5,FALSE,type2
568,22,se,0,type2,type1,FALSE,FALSE,FALSE,type1,Type5,Type3,TRUE,type2
377,46,sw,0,type2,type1,FALSE,FALSE,FALSE,type1,Type1,Type4,TRUE,type2
427,49,se,0,type2,type1,FALSE,FALSE,FALSE,type1,Type1,Type4,TRUE,type1
374,44,se,0,type1,type1,FALSE,FALSE,FALSE,type1,Type2,Type5,FALSE,type1
120,48,sw,0,type2,type1,TRUE,FALSE,FALSE,type1,Type5,Type4,TRUE,type1
215,39,se,0,type1,type1,FALSE,FALSE,FALSE,type1,Type2,Type5,FALSE,type2
337,60,se,0,type2,type1,FALSE,FALSE,FALSE,type1,Type4,Type2,TRUE,type1
514,45,nw,0,type2,type2,TRUE,FALSE,FALSE,type1,Type3,Type4,TRUE,type1
517,53,nw,0,type3,type2,FALSE,FALSE,FALSE,type1,Type1,Type3,FALSE,type2
551,60,se,0,type4,type2,FALSE,FALSE,FALSE,type1,Type3,Type3,FALSE,type1
422,57,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type1,FALSE,type2
635,48,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type2,TRUE,type1
611,52,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type1,Type3,TRUE,type2
369,39,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type4,TRUE,type1
334,54,nw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type5,Type5,FALSE,type2
444,53,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type2,FALSE,type1
581,32,se,0,type3,type5,FALSE,FALSE,FALSE,type2,Type3,Type3,TRUE,type1
533,37,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type3,Type1,TRUE,type1
584,52,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type2,FALSE,type1
543,31,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type2,TRUE,type2
442,28,se,0,type2,type5,TRUE,FALSE,FALSE,type2,Type5,Type4,FALSE,type2
431,23,nw,0,type5,type5,FALSE,FALSE,FALSE,type2,Type1,Type1,TRUE,type1
114,33,sw,0,type5,type5,FALSE,FALSE,FALSE,type5,Type3,Type4,FALSE,type2
630,33,sw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type3,Type3,FALSE,type1
314,57,nw,0,type2,type5,TRUE,FALSE,FALSE,type2,Type5,Type1,TRUE,type2
412,45,se,0,type2,type5,FALSE,FALSE,FALSE,type2,Type2,Type2,TRUE,type1
481,36,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type2,Type4,FALSE,type2
518,31,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type1,Type1,TRUE,type2
591,61,sw,0,type3,type5,FALSE,FALSE,FALSE,type1,Type5,Type3,TRUE,type2
257,37,se,0,type1,type5,TRUE,FALSE,FALSE,type1,Type4,Type4,TRUE,type2
423,50,nw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type4,Type1,FALSE,type2
190,46,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type3,Type4,FALSE,type2
381,29,se,0,type2,type5,FALSE,FALSE,FALSE,type1,Type3,Type3,TRUE,type2
288,55,nw,0,type2,type5,TRUE,FALSE,FALSE,type1,Type2,Type5,TRUE,type1
292,51,se,0,type1,type5,FALSE,FALSE,FALSE,type1,Type4,Type2,FALSE,type1
298,27,nw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type2,Type3,FALSE,type1
413,55,nw,0,type2,type5,FALSE,FALSE,FALSE,type1,Type4,Type1,TRUE,type1
363,43,se,0,type1,type5,FALSE,FALSE,FALSE,type1,Type2,Type5,TRUE,type1
413,37,sw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type5,Type4,TRUE,type2
311,42,nw,0,type1,type5,FALSE,FALSE,FALSE,type1,Type1,Type2,TRUE,type2
358,53,nw,0,type1,type3,FALSE,FALSE,FALSE,type1,Type3,Type5,FALSE,type1
225,40,sw,0,type1,type3,TRUE,FALSE,FALSE,type1,Type2,Type5,FALSE,type1
216,55,sw,0,type4,type3,FALSE,FALSE,FALSE,type1,Type3,Type3,TRUE,type2
423,46,nw,0,type1,type3,TRUE,FALSE,FALSE,type1,Type5,Type1,TRUE,type2
497,45,nw,0,type1,type3,FALSE,FALSE,FALSE,type1,Type2,Type1,TRUE,type2
323,50,sw,0,type3,type4,FALSE,FALSE,FALSE,type1,Type3,Type5,TRUE,type2
475,24,sw,0,type3,type4,TRUE,FALSE,FALSE,type2,Type3,Type4,TRUE,type2
542,30,se,0,type4,type4,FALSE,FALSE,FALSE,type2,Type1,Type3,FALSE,type2
350,55,nw,0,type1,type4,FALSE,FALSE,FALSE,type2,Type1,Type2,TRUE,type1
549,42,nw,0,type2,type3,FALSE,FALSE,FALSE,type2,Type5,Type2,TRUE,type2
579,53,sw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type4,TRUE,type1
529,49,sw,0,type1,type5,FALSE,FALSE,FALSE,type2,Type1,Type2,FALSE,type2
409,47,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type3,Type4,TRUE,type1
499,44,se,0,type1,type5,FALSE,FALSE,FALSE,type2,Type2,Type4,FALSE,type2
351,41,se,0,type1,type5,TRUE,FALSE,FALSE,type2,Type1,Type1,FALSE,type1
516,35,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type5,Type3,FALSE,type2
399,36,nw,0,type2,type5,FALSE,FALSE,FALSE,type2,Type4,Type2,FALSE,type2
322,65,sw,0,type1,type1,FALSE,FALSE,FALSE,type2,Type5,Type2,TRUE,type1
